"time","country","Y"
2021,ARG,1.0366644948849102e6
2021,ARM,40038.99817013071
2021,AUS,1.3546074054324315e6
2021,AUT,513182.3286829603
2021,AZE,182521.82087663285
2021,BDI,8738.055336932919
2021,BEL,603541.2492355541
2021,BEN,38934.36483249501
2021,BFA,46156.4497351562
2021,BGD,801414.4083634638
2021,BGR,165113.81780028084
2021,BHR,81136.07977793328
2021,BHS,14714.548981366908
2021,BIH,43964.18729198615
2021,BLR,213362.1147289308
2021,BLZ,2573.4222235103252
2021,BOL,102322.75714918383
2021,BRA,3.136303974219859e6
2021,BRB,4658.979338404033
2021,BRN,31170.086824978323
2021,BTN,8946.017045858573
2021,BWA,41730.8757672257
2021,CAF,4620.0117211174775
2021,CAN,1.9194695901018952e6
2021,CHE,661321.4730278308
2021,CHL,469477.08153537626
2021,CHN,2.258504947327186e7
2021,CIV,149869.642893402
2021,CMR,97841.35305251635
2021,COD,95701.38772854154
2021,COG,25386.38243368643
2021,COL,716705.2760627497
2021,COM,2689.4816267740744
2021,CPV,4028.590023231924
2021,CRI,100814.60556974848
2021,CUB,91194.96763947689
2021,CYP,33349.8077360261
2021,CZE,448640.07698733365
2021,DEU,4.498043762180583e6
2021,DJI,6604.723150904734
2021,DNK,337427.00320663356
2021,DOM,199909.69211227595
2021,DZA,512275.89783901675
2021,ECU,204254.83164032616
2021,EGY,1.2079876248702465e6
2021,ERI,1850.5547089444547
2021,ESP,1.969812637710025e6
2021,EST,51019.24512803167
2021,ETH,299479.0347962058
2021,FIN,267071.00787438196
2021,FJI,12854.111281734831
2021,FRA,3.0939240816106196e6
2021,GAB,37297.44895660712
2021,GBR,3.1959896291240826e6
2021,GEO,61825.35181278646
2021,GHA,171619.73168345448
2021,GIN,28871.79412158646
2021,GMB,5344.80565216973
2021,GNB,3512.208440320224
2021,GNQ,32440.01517849775
2021,GRC,299267.99975770275
2021,GTM,140367.74151908967
2021,GUY,9716.523208296943
2021,HKG,441082.08817859803
2021,HND,51879.300007515296
2021,HRV,115190.33711706019
2021,HTI,18098.879128523036
2021,HUN,330319.5295802124
2021,IDN,3.329930455370795e6
2021,IND,9.637562875068367e6
2021,IRL,580031.9255484665
2021,IRN,1.1247918662031286e6
2021,IRQ,507224.5539223916
2021,ISL,20526.06863409732
2021,ISR,387671.1144910798
2021,ITA,2.5398242968723564e6
2021,JAM,25729.26668973842
2021,JOR,105070.57760346559
2021,JPN,5.127001294115583e6
2021,KAZ,596393.4407707015
2021,KEN,220972.75392743776
2021,KGZ,32284.84465526038
2021,KHM,75554.29745515628
2021,KOR,2.219969691480449e6
2021,KWT,256492.55663495374
2021,LAO,54799.006047057475
2021,LBN,100313.04197494492
2021,LBR,5929.926632304198
2021,LBY,154079.89652543658
2021,LCA,2671.7773477938736
2021,LKA,285636.3925303623
2021,LSO,5458.504385172228
2021,LTU,102799.13825187122
2021,LUX,78323.88475830243
2021,LVA,60387.566661504185
2021,MAC,81849.19833846293
2021,MAR,298025.09022749035
2021,MDA,34266.416039976466
2021,MDG,41798.69588683667
2021,MDV,10923.199434171878
2021,MEX,2.553782706819666e6
2021,MKD,34327.19998236829
2021,MLI,48648.38135243898
2021,MLT,22926.340110074834
2021,MMR,273034.83673607424
2021,MNE,12932.071871492066
2021,MNG,43856.12209293866
2021,MOZ,37620.57759712909
2021,MRT,20901.206354740545
2021,MUS,28984.733646319426
2021,MWI,20922.22486355104
2021,MYS,950327.6704637357
2021,NAM,24356.11058691114
2021,NER,28538.20427033519
2021,NGA,994888.8872185856
2021,NIC,34269.47454414342
2021,NLD,1.0109705580180091e6
2021,NOR,362096.5897035544
2021,NPL,93829.6188774292
2021,NZL,212486.03573621207
2021,OMN,156432.1019732211
2021,PAK,1.0713014099295964e6
2021,PAN,136770.80344876053
2021,PER,431226.89927507594
2021,PHL,921531.3125762806
2021,PNG,37534.1620848887
2021,POL,1.323747265069651e6
2021,PRT,351048.79146170674
2021,PRY,92786.72510889522
2021,PSE,30781.40151317302
2021,PYF,5195.139320765248
2021,QAT,320836.273464821
2021,ROU,573309.9053037638
2021,RUS,4.368505141829107e6
2021,RWA,28065.252311734686
2021,SAU,1.8800567768455204e6
2021,SDN,539700.0248591531
2021,SEN,54013.91287308138
2021,SGP,573920.270006034
2021,SLB,2554.6015958757293
2021,SLE,12930.551259260235
2021,SLV,51289.734277678705
2021,SRB,119763.11977594045
2021,STP,781.2249288682431
2021,SUR,9103.601484038281
2021,SVK,176846.85115011648
2021,SVN,83165.86431743277
2021,SWE,583533.6915895233
2021,SWZ,9532.354451780067
2021,SYR,109848.8569179422
2021,TCD,26023.644223532607
2021,TGO,18282.242734772615
2021,THA,1.28424801341818e6
2021,TJK,31988.48999619015
2021,TKM,189707.58149288598
2021,TLS,3813.8458268592167
2021,TON,527.0952221955498
2021,TUN,125654.58086304096
2021,TUR,2.3423800282455278e6
2021,TWN,1.2102768277347803e6
2021,TZA,140923.16051872494
2021,UGA,91166.12873303823
2021,UKR,568679.4032803096
2021,URY,75945.97205803424
2021,USA,2.151627379529791e7
2021,UZB,400271.5344015977
2021,VCT,1303.6179931724662
2021,VNM,817012.2348157422
2021,VUT,1657.343286521999
2021,WSM,1007.8346141544799
2021,YEM,51229.03473762332
2021,ZAF,769761.6382719968
2021,ZMB,62958.56446821569
2021,ZWE,40737.40228810113
2022,ABW,3718.5393860782287
2022,AFG,73555.9839852398
2022,AGO,250040.82837681138
2022,ALB,36066.251147418196
2022,ARE,783403.965110243
2022,ARG,1.0813503013833924e6
2022,ARM,39197.03687668588
2022,AUS,1.4202606120777712e6
2022,AUT,526829.7493261253
2022,AZE,198420.83332507368
2022,BDI,8853.227284412666
2022,BEL,616982.3546588226
2022,BEN,41355.5570729596
2022,BFA,49084.42659488663
2022,BGD,848357.0903872865
2022,BGR,170675.07380610504
2022,BHR,87596.05901940566
2022,BHS,14999.56522776542
2022,BIH,41364.72738541833
2022,BLR,224368.5427681156
2022,BLZ,2476.7082330948397
2022,BOL,106136.59248492264
2022,BRA,3.187752464418281e6
2022,BRB,4472.705047817711
2022,BRN,32789.73805454995
2022,BTN,9407.123955121602
2022,BWA,44052.29063556621
2022,CAF,4700.760487216784
2022,CAN,1.986483755622724e6
2022,CHE,697382.3488856653
2022,CHL,490383.43095570855
2022,CHN,2.4760935487600375e7
2022,CIV,169293.14500194497
2022,CMR,103749.44865284958
2022,COD,103192.73756719001
2022,COG,26721.5335917331
2022,COL,738188.4523711087
2022,COM,2718.5423842309697
2022,CPV,4117.25243493676
2022,CRI,104493.62075054098
2022,CUB,95150.01552731091
2022,CYP,33048.42288629423
2022,CZE,461877.30017941905
2022,DEU,4.656782888274891e6
2022,DJI,6365.364512291425
2022,DNK,350130.58323341224
2022,DOM,208827.06530665504
2022,DZA,535247.3712403787
2022,ECU,213350.7467735459
2022,EGY,1.31325830164108e6
2022,ERI,1892.5358636148846
2022,ESP,2.0007631362452044e6
2022,EST,52768.76132786299
2022,ETH,315599.4821783729
2022,FIN,272732.1768427426
2022,FJI,13478.967569185563
2022,FRA,3.1628751293805386e6
2022,GAB,40784.72595505618
2022,GBR,3.2690085415332364e6
2022,GEO,64326.481521373695
2022,GHA,175722.21364400192
2022,GIN,28624.815867054833
2022,GMB,5616.662260461007
2022,GNB,3790.3287341712735
2022,GNQ,34621.126672195474
2022,GRC,296274.32460735337
2022,GTM,142041.93282971092
2022,GUY,9256.937484173719
2022,HKG,441676.6973245317
2022,HND,52424.32291578304
2022,HRV,116619.35853515765
2022,HTI,18938.8231367187
2022,HUN,338376.58212956507
2022,IDN,3.5581891175774685e6
2022,IND,1.0319360815299982e7
2022,IRL,642455.2789610692
2022,IRN,1.1671024122446766e6
2022,IRQ,555337.9924800943
2022,ISL,21153.36864593417
2022,ISR,409631.91134529
2022,ITA,2.5668541428888557e6
2022,JAM,25080.95942512464
2022,JOR,107500.56421784665
2022,JPN,5.209449688513513e6
2022,KAZ,650415.2807349025
2022,KEN,226524.058773578
2022,KGZ,32562.04199329495
2022,KHM,81633.81630612738
2022,KOR,2.3333295985478424e6
2022,KWT,273546.2517206066
2022,LAO,57102.16371175254
2022,LBN,100473.48311550483
2022,LBR,5815.848027795251
2022,LBY,159974.36362842872
2022,LCA,2582.4135447926824
2022,LKA,300362.42916778557
2022,LSO,5400.9970767500035
2022,LTU,102380.30746558489
2022,LUX,85289.55809827257
2022,LVA,60847.58061799731
2022,MAC,92951.36866435921
2022,MAR,315512.3783818967
2022,MDA,33527.849365998685
2022,MDG,43568.06204352885
2022,MDV,11570.994406144782
2022,MEX,2.644094256566463e6
2022,MKD,35075.544386791495
2022,MLI,50532.72056043499
2022,MLT,23516.765447632497
2022,MMR,285604.9566650812
2022,MNE,12992.315541570997
2022,MNG,46599.95930388166
2022,MOZ,40022.4263608412
2022,MRT,22492.41067687551
2022,MUS,28629.708597490095
2022,MWI,21813.162476213423
2022,MYS,1.0053833253215218e6
2022,NAM,23722.405946110983
2022,NER,29817.368717722416
2022,NGA,1.0092483400831922e6
2022,NIC,35292.01630100748
2022,NLD,1.0553340856568704e6
2022,NOR,383236.5492647176
2022,NPL,99241.8619864339
2022,NZL,223040.23078657401
2022,OMN,165218.32903673616
2022,PAK,1.1164736268589976e6
2022,PAN,147220.44774691836
2022,PER,458245.3870208356
2022,PHL,958894.0364940808
2022,PNG,42287.12109073247
2022,POL,1.38088778405155e6
2022,PRT,351555.1556367947
2022,PRY,100065.00201239061
2022,PSE,31183.839027253747
2022,PYF,5388.268897732137
2022,QAT,341690.8128794858
2022,ROU,588215.7467966619
2022,RUS,4.533902731779362e6
2022,RWA,29421.46014000168
2022,SAU,1.986698109152416e6
2022,SDN,569766.2432634394
2022,SEN,56369.710113842804
2022,SGP,619386.3101738475
2022,SLB,2855.1736449492546
2022,SLE,12447.696242441774
2022,SLV,49029.00933709754
2022,SRB,118246.08523369579
2022,STP,782.9552067941416
2022,SUR,9392.012774557601
2022,SVK,177700.10611754502
2022,SVN,83841.85638064687
2022,SWE,604150.5539734293
2022,SWZ,9431.713703221281
2022,SYR,123544.2096041429
2022,TCD,26719.804176597
2022,TGO,19055.296274331322
2022,THA,1.3459327911067442e6
2022,TJK,33171.825225699686
2022,TKM,214583.312061767
2022,TLS,4337.186501243313
2022,TON,558.8822930654287
2022,TUN,126454.57080589906
2022,TUR,2.4508723952302826e6
2022,TWN,1.259194645990096e6
2022,TZA,151419.30698001877
2022,UGA,93664.91584909425
2022,UKR,574520.8181610624
2022,URY,78425.44578121588
2022,USA,2.210941026673952e7
2022,UZB,422827.96389946854
2022,VCT,1287.5536768894692
2022,VNM,880629.9494666308
2022,VUT,1846.3457978987872
2022,WSM,1069.787448726484
2022,YEM,52431.34852161563
2022,ZAF,792786.7825239267
2022,ZMB,68342.64256956619
2022,ZWE,39570.36511627509
2023,ABW,3625.220049167516
2023,AFG,80729.1736646763
2023,AGO,260267.83260837325
2023,ALB,36166.120222760794
2023,ARE,821883.7773846802
2023,ARG,1.125653794645261e6
2023,ARM,38573.59890346054
2023,AUS,1.478637352071459e6
2023,AUT,539185.180813834
2023,AZE,211091.90147665306
2023,BDI,9040.047894168181
2023,BEL,629884.8145012159
2023,BEN,44011.176641410566
2023,BFA,52395.91404551174
2023,BGD,897320.4345525441
2023,BGR,176116.33808888946
2023,BHR,93541.2119105023
2023,BHS,15268.578299405173
2023,BIH,39217.82969338612
2023,BLR,234628.21194801212
2023,BLZ,2395.441015484887
2023,BOL,110755.73955658925
2023,BRA,3.243220401547896e6
2023,BRB,4294.2961436730675
2023,BRN,34162.11398706252
2023,BTN,9914.117001036522
2023,BWA,46282.25315121042
2023,CAF,4778.510421328573
2023,CAN,2.048408355639602e6
2023,CHE,727178.7865560544
2023,CHL,510120.82671768265
2023,CHN,2.6678021771829177e7
2023,CIV,189765.22965817506
2023,CMR,110397.0560496979
2023,COD,111752.6525114421
2023,COG,28161.169100796567
2023,COL,760031.1184817303
2023,COM,2750.309750117859
2023,CPV,4220.610175459251
2023,CRI,108175.53179346942
2023,CUB,98927.07000331298
2023,CYP,32777.739515411035
2023,CZE,475126.85406117496
2023,DEU,4.789567698620782e6
2023,DJI,6231.5283938819
2023,DNK,361070.5947766679
2023,DOM,217556.96087507406
2023,DZA,557834.0343208006
2023,ECU,222556.70477587514
2023,EGY,1.4184815663866412e6
2023,ERI,1950.1967940852264
2023,ESP,2.0261197634924788e6
2023,EST,54468.80297947521
2023,ETH,334657.8684330592
2023,FIN,278055.98229645035
2023,FJI,14110.542472209607
2023,FRA,3.2262584676964264e6
2023,GAB,43923.06033841129
2023,GBR,3.33859987011072e6
2023,GEO,66891.78555485008
2023,GHA,181173.8447195763
2023,GIN,28772.621455968176
2023,GMB,5934.826223727842
2023,GNB,4099.716841657925
2023,GNQ,36686.29867252114
2023,GRC,293356.57553170435
2023,GTM,144429.1018699925
2023,GUY,9072.431037668279
2023,HKG,442517.50772004906
2023,HND,53296.10233838379
2023,HRV,117925.3742786051
2023,HTI,19770.60474060634
2023,HUN,346330.5651906316
2023,IDN,3.789964327012826e6
2023,IND,1.099463453280116e7
2023,IRL,692568.9370456354
2023,IRN,1.2098598276530404e6
2023,IRQ,597530.47460931
2023,ISL,21770.79443201107
2023,ISR,430084.24908808235
2023,ITA,2.5900612930462924e6
2023,JAM,24452.944757995578
2023,JOR,110330.48440808961
2023,JPN,5.277347497891693e6
2023,KAZ,697959.7544220604
2023,KEN,234364.46807664144
2023,KGZ,33065.45996652043
2023,KHM,87706.94679319071
2023,KOR,2.4339875235323557e6
2023,KWT,287377.8917307559
2023,LAO,59669.56290261507
2023,LBN,100755.01522713862
2023,LBR,5736.895004714416
2023,LBY,165809.2739902789
2023,LCA,2501.9127451764175
2023,LKA,315283.1706384218
2023,LSO,5356.313607172273
2023,LTU,102222.09330769365
2023,LUX,90916.86723797047
2023,LVA,61303.58613907958
2023,MAC,101781.82008107913
2023,MAR,334253.84207481623
2023,MDA,32955.80308899328
2023,MDG,45752.48117145687
2023,MDV,12124.621683929288
2023,MEX,2.734288178090053e6
2023,MKD,35893.56668741051
2023,MLI,53060.86013625903
2023,MLT,24119.7592024615
2023,MMR,298169.4337752647
2023,MNE,13088.704927701889
2023,MNG,49641.23981811779
2023,MOZ,42748.75766193582
2023,MRT,24158.269417007305
2023,MUS,28403.838843011712
2023,MWI,23035.682592806337
2023,MYS,1.058322037122989e6
2023,NAM,23329.486038682364
2023,NER,31272.238311589113
2023,NGA,1.0284147742489828e6
2023,NIC,36479.419062386354
2023,NLD,1.0928136081336965e6
2023,NOR,400763.3792755754
2023,NPL,105075.65413239518
2023,NZL,232425.922864615
2023,OMN,173227.06412257222
2023,PAK,1.1715033779043672e6
2023,PAN,157089.93669900406
2023,PER,484753.19792013866
2023,PHL,999238.004767664
2023,PNG,46777.79214672022
2023,POL,1.4323078632750383e6
2023,PRT,352001.19250227115
2023,PRY,107341.78775223438
2023,PSE,31652.019168688683
2023,PYF,5548.136748474071
2023,QAT,357479.25921221176
2023,ROU,603026.5281715172
2023,RUS,4.694035866478636e6
2023,RWA,31052.28704740626
2023,SAU,2.077516810734779e6
2023,SDN,602176.3223472141
2023,SEN,59113.97634652458
2023,SGP,654405.1248536204
2023,SLB,3144.0373673765366
2023,SLE,12238.092871991812
2023,SLV,47069.14909182325
2023,SRB,117043.93373176268
2023,STP,790.9554172115481
2023,SUR,9711.817497370013
2023,SVK,179087.85476010546
2023,SVN,84589.60659816269
2023,SWE,623046.9680960686
2023,SWZ,9393.899735920413
2023,SYR,138014.28661956292
2023,TCD,27772.378277050535
2023,TGO,19944.930035246383
2023,THA,1.4074666603356826e6
2023,TJK,34350.64211825017
2023,TKM,237669.15592893897
2023,TLS,4844.776099351084
2023,TON,589.2051616406466
2023,TUN,128090.32880651274
2023,TUR,2.554050070083346e6
2023,TWN,1.3018397992736609e6
2023,TZA,163003.8546489014
2023,UGA,97099.0813788562
2023,UKR,580171.0940767832
2023,URY,80896.2695368251
2023,USA,2.2648945019911956e7
2023,UZB,446045.4484866706
2023,VCT,1270.1771138739023
2023,VNM,942342.6622311843
2023,VUT,2026.3410051693784
2023,WSM,1129.129407296653
2023,YEM,53695.18189756989
2023,ZAF,817874.5312463173
2023,ZMB,74129.77606927344
2023,ZWE,38931.23522637259
2024,ABW,3543.6653731418714
2024,AFG,87609.5521418379
2024,AGO,270135.12270727573
2024,ALB,36295.24284356699
2024,ARE,853857.5327827529
2024,ARG,1.1698124448668568e6
2024,ARM,38217.77569173706
2024,AUS,1.5307509188031054e6
2024,AUT,550444.6512002973
2024,AZE,221364.5636486579
2024,BDI,9334.016781009546
2024,BEL,642381.1302779678
2024,BEN,46921.93701831941
2024,BFA,56115.35135039772
2024,BGD,948634.309910629
2024,BGR,181476.3040185083
2024,BHR,99055.52351221623
2024,BHS,15526.054470158071
2024,BIH,37586.23026390481
2024,BLR,244278.8823804052
2024,BLZ,2335.3002990917876
2024,BOL,116159.87519728596
2024,BRA,3.3031730909852497e6
2024,BRB,4129.085907026098
2024,BRN,35331.24984687926
2024,BTN,10471.837176467621
2024,BWA,48444.054678178996
2024,CAF,4860.244935349039
2024,CAN,2.105899480912932e6
2024,CHE,751981.0047284435
2024,CHL,528899.4549963803
2024,CHN,2.840095446427616e7
2024,CIV,211476.31346791965
2024,CMR,117839.18380654481
2024,COD,121636.30029901204
2024,COG,29722.38606058824
2024,COL,782372.8713373424
2024,COM,2789.7902873517405
2024,CPV,4340.469105453606
2024,CRI,111875.61724086263
2024,CUB,102544.07789273202
2024,CYP,32556.309848193225
2024,CZE,488466.01056981564
2024,DEU,4.900251688095608e6
2024,DJI,6213.163372757739
2024,DNK,370530.85846200475
2024,DOM,226163.15297107983
2024,DZA,580212.5384367035
2024,ECU,231936.4941816304
2024,EGY,1.5246077211372806e6
2024,ERI,2023.932386768206
2024,ESP,2.0467325325932526e6
2024,EST,56131.66472092991
2024,ETH,356912.09293220413
2024,FIN,283093.4058474831
2024,FJI,14752.555801811777
2024,FRA,3.284937841873118e6
2024,GAB,46791.932967454566
2024,GBR,3.405427816278318e6
2024,GEO,69534.59399755379
2024,GHA,188128.16966063966
2024,GIN,29457.393642924657
2024,GMB,6304.545865475597
2024,GNB,4444.240085169458
2024,GNQ,38676.49962104069
2024,GRC,290682.45552196575
2024,GTM,147712.21830308347
2024,GUY,9147.304684931845
2024,HKG,443799.91214930965
2024,HND,54541.790866027746
2024,HRV,119135.71385353788
2024,HTI,20607.445397607178
2024,HUN,354238.80716487725
2024,IDN,4.0267543686425844e6
2024,IND,1.1669556080863463e7
2024,IRL,733661.5778695702
2024,IRN,1.2533589026695495e6
2024,IRQ,635173.7731981291
2024,ISL,22381.344054604193
2024,ISR,449308.5105550772
2024,ITA,2.6102050018962566e6
2024,JAM,23876.205437844226
2024,JOR,113637.88547412306
2024,JPN,5.333024704766302e6
2024,KAZ,740627.7085219384
2024,KEN,244642.36882772486
2024,KGZ,33857.77707382836
2024,KHM,93813.37710763214
2024,KOR,2.5244184539744463e6
2024,KWT,298712.6421135399
2024,LAO,62518.32531046749
2024,LBN,101193.45779825943
2024,LBR,5716.513822606692
2024,LBY,171604.5600540254
2024,LCA,2434.4246904680585
2024,LKA,330489.8797499741
2024,LSO,5334.847445777663
2024,LTU,102321.45389329785
2024,LUX,95511.72188274183
2024,LVA,61767.34709347012
2024,MAC,108927.42379357405
2024,MAR,354363.91636857024
2024,MDA,32613.007949744926
2024,MDG,48417.81682065292
2024,MDV,12602.294738769275
2024,MEX,2.825041306110758e6
2024,MKD,36788.51236863244
2024,MLI,56241.84247457329
2024,MLT,24735.985980572073
2024,MMR,310820.9925044558
2024,MNE,13222.363161105668
2024,MNG,52996.22260910854
2024,MOZ,45831.95179508078
2024,MRT,25910.77916826655
2024,MUS,28323.56222015675
2024,MWI,24582.633548569767
2024,MYS,1.1097500309904485e6
2024,NAM,23213.576982051047
2024,NER,32951.757081362215
2024,NGA,1.0545545311038257e6
2024,NIC,37871.45767294085
2024,NLD,1.12458504267041e6
2024,NOR,415339.7503674222
2024,NPL,111385.4890094828
2024,NZL,240817.04100330782
2024,OMN,180610.11564580194
2024,PAK,1.235768333389066e6
2024,PAN,166503.90090223978
2024,PER,510955.1447678805
2024,PHL,1.0427947344351765e6
2024,PNG,51087.61201299235
2024,POL,1.4790465375259784e6
2024,PRT,352499.18379259424
2024,PRY,114657.92503531932
2024,PSE,32253.11023222292
2024,PYF,5683.188942085573
2024,QAT,369591.16721575154
2024,ROU,617825.732475856
2024,RUS,4.8497305583896395e6
2024,RWA,32977.95677485095
2024,SAU,2.155794032690016e6
2024,SDN,637001.8145426101
2024,SEN,62308.26410744648
2024,SGP,681478.6193378274
2024,SLB,3426.024576912919
2024,SLE,12352.144588739253
2024,SLV,45507.0786581727
2024,SRB,116203.91253202448
2024,STP,806.6578944095295
2024,SUR,10062.664968447769
2024,SVK,181013.48125748272
2024,SVN,85419.02445709718
2024,SWE,640482.3008830429
2024,SWZ,9432.583166699329
2024,SYR,153411.3504128359
2024,TCD,29208.631954235138
2024,TGO,20973.402258363618
2024,THA,1.46935096822503e6
2024,TJK,35548.07461947885
2024,TKM,259469.52843926
2024,TLS,5344.301856010128
2024,TON,618.6187723975964
2024,TUN,130658.36207768352
2024,TUR,2.653188951977513e6
2024,TWN,1.339483205629488e6
2024,TZA,175789.98773177768
2024,UGA,101648.33955588477
2024,UKR,585892.9155467836
2024,URY,83376.26017040816
2024,USA,2.3143392515460074e7
2024,UZB,470029.98428908625
2024,VCT,1252.7473053152887
2024,VNM,1.0029350019594432e6
2024,VUT,2200.55059642615
2024,WSM,1186.9035211499152
2024,YEM,55083.28268844146
2024,ZAF,845120.2548491857
2024,ZMB,80369.52467864033
2024,ZWE,38950.16746183026
2025,ABW,3478.5656637755237
2025,AFG,94303.84490049281
2025,AGO,279743.6481067974
2025,ALB,36469.11279666833
2025,ARE,880394.7374257299
2025,ARG,1.2140520102919082e6
2025,ARM,38169.77210025809
2025,AUS,1.5774834540248215e6
2025,AUT,560786.6112927485
2025,AZE,229807.98206330894
2025,BDI,9770.533388061562
2025,BEL,654595.104049341
2025,BEN,50105.58859425296
2025,BFA,60261.85003944532
